Word,Sets,Source,Checks,Score,Homonyms,Generated,Added
depth-charge,START DRESS,Armstrong,2,0,False,False,2025-09-08
deputy,DRESS FOOT HAPPY,Armstrong,2,0,False,False,2025-09-08
derailed,FACE FLEECE,Armstrong,2,0,False,False,2025-09-08
derby,HAPPY NURSE,Armstrong,2,0,False,False,2025-09-08
derision,KIT,Armstrong,2,0,False,False,2025-09-08
derive,PRICE,Armstrong,2,0,False,False,2025-09-08
dermabrasion,FACE NURSE,Armstrong,2,0,False,False,2025-09-08
derriere,SQUARE DRESS,Armstrong,2,0,False,False,2025-09-08
derwent,START DRESS,Armstrong,2,0,False,False,2025-09-08
describe,PRICE,Armstrong,2,0,False,False,2025-09-08
deserve,NURSE,Armstrong,2,0,False,False,2025-09-08
design,PRICE COMMA,Armstrong,2,0,False,False,2025-09-08
designer,PRICE LETTER,Armstrong,2,0,False,False,2025-09-08
desirable,COMMA PRICE,Armstrong,2,0,False,False,2025-09-08
desire,PRICE COMMA,Armstrong,2,0,False,False,2025-09-08
desktop,LOT DRESS,Armstrong,2,0,False,False,2025-09-08
desmond,DRESS,Armstrong,2,0,False,False,2025-09-08
despite,PRICE COMMA,Armstrong,2,0,False,False,2025-09-08
destabilization,FACE FLEECE PRICE,Armstrong,2,0,False,False,2025-09-08
destroy,CHOICE,Armstrong,2,0,False,False,2025-09-08
destroyed,CHOICE,Armstrong,2,0,False,False,2025-09-08
destroyer,CHOICE LETTER,Armstrong,2,0,False,False,2025-09-08
destroys,CHOICE,Armstrong,2,0,False,False,2025-09-08
detail,FACE FLEECE,Armstrong,2,0,False,False,2025-09-08
deter,NURSE,Armstrong,2,0,False,False,2025-09-08
determined,NURSE,Armstrong,2,0,False,False,2025-09-08
detour,CURE FLEECE,Armstrong,2,0,False,False,2025-09-08
detoured,CURE FLEECE,Armstrong,2,0,False,False,2025-09-08
detouring,CURE FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
detours,CURE FLEECE,Armstrong,2,0,False,False,2025-09-08
detroit,CHOICE,Armstrong,2,0,False,False,2025-09-08
deutschmark,CHOICE START,Armstrong,2,0,False,False,2025-09-08
develop,COMMA DRESS,Armstrong,2,0,False,False,2025-09-08
developer,LETTER DRESS,Armstrong,2,0,False,False,2025-09-08
development,DRESS COMMA,Armstrong,2,0,False,False,2025-09-08
device,COMMA PRICE,Armstrong,2,0,False,False,2025-09-08
devon,DRESS,Armstrong,2,0,False,False,2025-09-08
devotion,GOAT KIT,Armstrong,2,0,False,False,2025-09-08
devourer,MOUTH KIT LETTER,Armstrong,2,0,False,False,2025-09-08
dew-worm,GOOSE NURSE,Armstrong,2,0,False,False,2025-09-08
dhal,PALM,Armstrong,2,0,False,False,2025-09-08
di,PRICE,Armstrong,2,0,False,False,2025-09-08
diablo,TRAP HAPPY GOAT,Armstrong,2,0,False,False,2025-09-08
diadem,DRESS PRICE,Armstrong,2,0,False,False,2025-09-08
diaghilev,DRESS HAPPY TRAP,Armstrong,2,0,False,False,2025-09-08
diagnosis,GOAT PRICE KIT,Armstrong,2,0,False,False,2025-09-08
dialogue,LOT PRICE,Armstrong,2,0,False,False,2025-09-08
diamante,NEAR FACE,Armstrong,2,0,False,False,2025-09-08
diana,COMMA PRICE TRAP,Armstrong,2,0,False,False,2025-09-08
diarist,COMMA PRICE KIT,Armstrong,2,0,False,False,2025-09-08
diary,PRICE LETTER COMMA HAPPY,Armstrong,2,0,False,False,2025-09-08
diatribe,PRICE,Armstrong,2,0,False,False,2025-09-08
diaz,TRAP FLEECE,Armstrong,2,0,False,False,2025-09-08
dicast,TRAP PRICE,Armstrong,2,0,False,False,2025-09-08
did,KIT,Armstrong,2,0,False,False,2025-09-08
die,PRICE,Armstrong,2,0,False,False,2025-09-08
diecast,BATH PRICE,Armstrong,2,0,False,False,2025-09-08
died,PRICE,Armstrong,2,0,False,False,2025-09-08
dies,PRICE,Armstrong,2,0,False,False,2025-09-08
diet,PRICE,Armstrong,2,0,False,False,2025-09-08
differ,LETTER KIT,Armstrong,2,0,False,False,2025-09-08
different,KIT LETTER,Armstrong,2,0,False,False,2025-09-08
difficult,KIT,Armstrong,2,0,False,False,2025-09-08
diffusion,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
diffusivity,GOOSE KIT HAPPY,Armstrong,2,0,False,False,2025-09-08
dig,KIT,Armstrong,2,0,False,False,2025-09-08
digbeth,DRESS KIT,Armstrong,2,0,False,False,2025-09-08
digest,PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
digested,PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
digestion,PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
digestive,PRICE DRESS KIT,Armstrong,2,0,False,False,2025-09-08
digital,KIT,Armstrong,2,0,False,False,2025-09-08
diglossia,PRICE CLOTH HAPPY,Armstrong,2,0,False,False,2025-09-08
dignity,KIT HAPPY,Armstrong,2,0,False,False,2025-09-08
digressed,PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
digression,PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
dilemma,COMMA PRICE DRESS,Armstrong,2,0,False,False,2025-09-08
dilithium,KIT HAPPY,Armstrong,2,0,False,False,2025-09-08
diminution,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
dimitri,FLEECE HAPPY KIT,Armstrong,2,0,False,False,2025-09-08
dina,COMMA PRICE,Armstrong,2,0,False,False,2025-09-08
dingaan,PALM KIT,Armstrong,2,0,False,False,2025-09-08
dining-room,GOOSE PRICE KIT,Armstrong,2,0,False,False,2025-09-08
dinner,LETTER KIT,Armstrong,2,0,False,False,2025-09-08
dinosaur,PRICE NORTH,Armstrong,2,0,False,False,2025-09-08
dinothere,NEAR PRICE,Armstrong,2,0,False,False,2025-09-08
diploma,GOAT COMMA KIT,Armstrong,2,0,False,False,2025-09-08
director,DRESS LETTER (PRICE),Armstrong,2,0,False,False,2025-09-08
directorial,FORCE PRICE DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
direst,PRICE COMMA,Armstrong,2,0,False,False,2025-09-08
dirty,NURSE HAPPY,Armstrong,2,0,False,False,2025-09-08
disable,FACE KIT,Armstrong,2,0,False,False,2025-09-08
disagreement,FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
disallow,KIT MOUTH,Armstrong,2,0,False,False,2025-09-08
disappear,NEAR KIT,Armstrong,2,0,False,False,2025-09-08
disappeared,NEAR KIT,Armstrong,2,0,False,False,2025-09-08
disappointed,CHOICE KIT,Armstrong,2,0,False,False,2025-09-08
disaster,KIT BATH LETTER,Armstrong,2,0,False,False,2025-09-08
disclaimer,FACE LETTER KIT,Armstrong,2,0,False,False,2025-09-08
disclosure,GOAT LETTER KIT,Armstrong,2,0,False,False,2025-09-08
discourse,FORCE KIT,Armstrong,2,0,False,False,2025-09-08
discover,STRUT LETTER KIT,Armstrong,2,0,False,False,2025-09-08
discreet,FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
discuss,STRUT KIT,Armstrong,2,0,False,False,2025-09-08
discussion,STRUT KIT,Armstrong,2,0,False,False,2025-09-08
disgorge,NORTH KIT,Armstrong,2,0,False,False,2025-09-08
disguise,PRICE KIT,Armstrong,2,0,False,False,2025-09-08
dishforth,FORCE KIT,Armstrong,2,0,False,False,2025-09-08
dishtowel,MOUTH KIT,Armstrong,2,0,False,False,2025-09-08
disk-drive,PRICE KIT,Armstrong,2,0,False,False,2025-09-08
disobliges,PRICE KIT,Armstrong,2,0,False,False,2025-09-08
disobligingly,PRICE KIT HAPPY,Armstrong,2,0,False,False,2025-09-08
dispatch,TRAP KIT,Armstrong,2,0,False,False,2025-09-08
displays,FACE KIT,Armstrong,2,0,False,False,2025-09-08
displeasure,LETTER KIT DRESS,Armstrong,2,0,False,False,2025-09-08
dispute,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
disruption,STRUT KIT,Armstrong,2,0,False,False,2025-09-08
dissuasion,FACE KIT,Armstrong,2,0,False,False,2025-09-08
distance,KIT,Armstrong,2,0,False,False,2025-09-08
distort,NORTH KIT,Armstrong,2,0,False,False,2025-09-08
distortion,NORTH KIT,Armstrong,2,0,False,False,2025-09-08
distribute,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
distributed,FOOT KIT,Armstrong,2,0,False,False,2025-09-08
distribution,KIT GOOSE,Armstrong,2,0,False,False,2025-09-08
distributor,KIT FOOT LETTER,Armstrong,2,0,False,False,2025-09-08
disturbing,NURSE KIT,Armstrong,2,0,False,False,2025-09-08
ditch,KIT,Armstrong,2,0,False,False,2025-09-08
dithering,KIT LETTER,Armstrong,2,0,False,False,2025-09-08
diva,COMMA FLEECE,Armstrong,2,0,False,False,2025-09-08
dive,PRICE,Armstrong,2,0,False,False,2025-09-08
diversion,NURSE (PRICE) LETTER,Armstrong,2,0,False,False,2025-09-08
diversity,NURSE (PRICE) LETTER,Armstrong,2,0,False,False,2025-09-08
diving,PRICE KIT,Armstrong,2,0,False,False,2025-09-08
division,KIT,Armstrong,2,0,False,False,2025-09-08
divorce,FORCE (COMMA) KIT,Armstrong,2,0,False,False,2025-09-08
diy,PRICE,Armstrong,2,0,False,False,2025-09-08
djs,FACE FLEECE,Armstrong,2,0,False,False,2025-09-08
do,GOAT GOOSE COMMA,Armstrong,2,0,False,False,2025-09-08
do-or-die,PRICE GOOSE NORTH,Armstrong,2,0,False,False,2025-09-08
do-si-do,GOAT HAPPY,Armstrong,2,0,False,False,2025-09-08
document,LOT FOOT DRESS,Armstrong,2,0,False,False,2025-09-08
documentary,FOOT LOT DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
documents,DRESS LOT FOOT,Armstrong,2,0,False,False,2025-09-08
docuseries,NEAR LOT GOOSE HAPPY,Armstrong,2,0,False,False,2025-09-08
dodge,LOT,Armstrong,2,0,False,False,2025-09-08
does,COMMA GOAT,Armstrong,2,0,False,False,2025-09-08
dog,LOT CLOTH,Armstrong,2,0,False,False,2025-09-08
dog-eared,NEAR LOT CLOTH,Armstrong,2,0,False,False,2025-09-08
dog-end,DRESS LOT CLOTH,Armstrong,2,0,False,False,2025-09-08
doge,GOAT,Armstrong,2,0,False,False,2025-09-08
dogfood,LOT GOOSE,Armstrong,2,0,False,False,2025-09-08
doggie,HAPPY LOT CLOTH,Armstrong,2,0,False,False,2025-09-08
dogleg,LOT DRESS,Armstrong,2,0,False,False,2025-09-08
dogwatch,LOT,Armstrong,2,0,False,False,2025-09-08
doha,PALM GOAT,Armstrong,2,0,False,False,2025-09-08
doig,CHOICE,Armstrong,2,0,False,False,2025-09-08
doing,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
doit,CHOICE,Armstrong,2,0,False,False,2025-09-08
dolby,HAPPY GOAT,Armstrong,2,0,False,False,2025-09-08
doll,LOT,Armstrong,2,0,False,False,2025-09-08
dollar,LOT LETTER,Armstrong,2,0,False,False,2025-09-08
domain,GOAT FACE,Armstrong,2,0,False,False,2025-09-08
dombey,HAPPY LOT,Armstrong,2,0,False,False,2025-09-08
dominica,FLEECE COMMA KIT,Armstrong,2,0,False,False,2025-09-08
donate,GOAT FACE,Armstrong,2,0,False,False,2025-09-08
doncaster,TRAP LOT LETTER,Armstrong,2,0,False,False,2025-09-08
done,STRUT,Armstrong,2,0,False,False,2025-09-08
donegal,THOUGHT LOT,Armstrong,2,0,False,False,2025-09-08
donna,COMMA LOT,Armstrong,2,0,False,False,2025-09-08
donut,STRUT GOAT,Armstrong,2,0,False,False,2025-09-08
doo-wop,GOOSE LOT,Armstrong,2,0,False,False,2025-09-08
doodlebug,STRUT GOOSE,Armstrong,2,0,False,False,2025-09-08
doom,GOOSE,Armstrong,2,0,False,False,2025-09-08
door,FORCE,Armstrong,2,0,False,False,2025-09-08
doorhandle,FORCE TRAP,Armstrong,2,0,False,False,2025-09-08
doorjamp,FORCE TRAP,Armstrong,2,0,False,False,2025-09-08
doorknob,LOT FORCE,Armstrong,2,0,False,False,2025-09-08
doorplate,FACE FORCE,Armstrong,2,0,False,False,2025-09-08
doorway,NORTH FORCE FACE,Armstrong,2,0,False,False,2025-09-08
dopey,HAPPY GOAT,Armstrong,2,0,False,False,2025-09-08
dora,FORCE,Armstrong,2,0,False,False,2025-09-08
dordogne,CHOICE NORTH,Armstrong,2,0,False,False,2025-09-08
dorothy,COMMA NORTH HAPPY,Armstrong,2,0,False,False,2025-09-08
dorset,NORTH KIT,Armstrong,2,0,False,False,2025-09-08
dosh,LOT,Armstrong,2,0,False,False,2025-09-08
doss,CLOTH,Armstrong,2,0,False,False,2025-09-08
dot,LOT,Armstrong,2,0,False,False,2025-09-08
doth,STRUT,Armstrong,2,0,False,False,2025-09-08
doting,GOAT KIT,Armstrong,2,0,False,False,2025-09-08
double,STRUT,Armstrong,2,0,False,False,2025-09-08
double-clutch,STRUT,Armstrong,2,0,False,False,2025-09-08
double-time,STRUT PRICE,Armstrong,2,0,False,False,2025-09-08
doubt,MOUTH,Armstrong,2,0,False,False,2025-09-08
douchebag,GOOSE TRAP,Armstrong,2,0,False,False,2025-09-08
doug,STRUT,Armstrong,2,0,False,False,2025-09-08
dough,GOAT,Armstrong,2,0,False,False,2025-09-08
doughnut,STRUT GOAT,Armstrong,2,0,False,False,2025-09-08
douglas,STRUT,Armstrong,2,0,False,False,2025-09-08
dourine,CURE FLEECE,Armstrong,2,0,False,False,2025-09-08
douro,CURE GOAT,Armstrong,2,0,False,False,2025-09-08
dovercourt,FORCE GOAT LETTER,Armstrong,2,0,False,False,2025-09-08
dow-jones,MOUTH GOAT,Armstrong,2,0,False,False,2025-09-08
dowdy,MOUTH HAPPY,Armstrong,2,0,False,False,2025-09-08
dowel,MOUTH,Armstrong,2,0,False,False,2025-09-08
down,MOUTH,Armstrong,2,0,False,False,2025-09-08
downbeat,FLEECE MOUTH,Armstrong,2,0,False,False,2025-09-08
downdraft,BATH MOUTH,Armstrong,2,0,False,False,2025-09-08
download,GOAT MOUTH,Armstrong,2,0,False,False,2025-09-08
downpour,FORCE MOUTH,Armstrong,2,0,False,False,2025-09-08
downstairs,SQUARE MOUTH,Armstrong,2,0,False,False,2025-09-08
downtown,MOUTH,Armstrong,2,0,False,False,2025-09-08
doyle,CHOICE,Armstrong,2,0,False,False,2025-09-08
dracula,FOOT TRAP,Armstrong,2,0,False,False,2025-09-08
draft,BATH,Armstrong,2,0,False,False,2025-09-08
drag,TRAP,Armstrong,2,0,False,False,2025-09-08
dragon,TRAP,Armstrong,2,0,False,False,2025-09-08
drama,PALM COMMA,Armstrong,2,0,False,False,2025-09-08
dramatic,TRAP KIT,Armstrong,2,0,False,False,2025-09-08
drapes,FACE,Armstrong,2,0,False,False,2025-09-08
drastic,BATH KIT,Armstrong,2,0,False,False,2025-09-08
drawback,THOUGHT TRAP,Armstrong,2,0,False,False,2025-09-08
drawling,THOUGHT KIT,Armstrong,2,0,False,False,2025-09-08
drawn,THOUGHT,Armstrong,2,0,False,False,2025-09-08
draws,THOUGHT,Armstrong,2,0,False,False,2025-09-08
drawstring,THOUGHT KIT,Armstrong,2,0,False,False,2025-09-08
drayton,FACE,Armstrong,2,0,False,False,2025-09-08
dreadlocks,LOT DRESS,Armstrong,2,0,False,False,2025-09-08
dream,FLEECE,Armstrong,2,0,False,False,2025-09-08
dreariest,NEAR HAPPY,Armstrong,2,0,False,False,2025-09-08
dreary,NEAR HAPPY,Armstrong,2,0,False,False,2025-09-08
dressing-gown,MOUTH DRESS KIT,Armstrong,2,0,False,False,2025-09-08
dreyfus,FACE,Armstrong,2,0,False,False,2025-09-08
drive,PRICE,Armstrong,2,0,False,False,2025-09-08
drive-in,PRICE KIT,Armstrong,2,0,False,False,2025-09-08
driven,KIT,Armstrong,2,0,False,False,2025-09-08
driver,LETTER PRICE,Armstrong,2,0,False,False,2025-09-08
droitwich,CHOICE KIT,Armstrong,2,0,False,False,2025-09-08
drop,LOT,Armstrong,2,0,False,False,2025-09-08
drove,GOAT,Armstrong,2,0,False,False,2025-09-08
drudgery,STRUT LETTER HAPPY,Armstrong,2,0,False,False,2025-09-08
drug,STRUT,Armstrong,2,0,False,False,2025-09-08
drum-major,STRUT FACE LETTER,Armstrong,2,0,False,False,2025-09-08
drunk,STRUT,Armstrong,2,0,False,False,2025-09-08
drunken,STRUT,Armstrong,2,0,False,False,2025-09-08
dry-clean,PRICE FLEECE,Armstrong,2,0,False,False,2025-09-08
dry-walling,PRICE THOUGHT,Armstrong,2,0,False,False,2025-09-08
dual,GOOSE,Armstrong,2,0,False,False,2025-09-08
dubbed,STRUT,Armstrong,2,0,False,False,2025-09-08
dubious,GOOSE HAPPY,Armstrong,2,0,False,False,2025-09-08
dublin,STRUT KIT,Armstrong,2,0,False,False,2025-09-08
dubois,GOOSE PALM,Armstrong,2,0,False,False,2025-09-08
dubonnet,GOOSE LOT FACE,Armstrong,2,0,False,False,2025-09-08
duce,GOOSE,Armstrong,2,0,False,False,2025-09-08
duchesne,GOOSE FACE,Armstrong,2,0,False,False,2025-09-08
duchess,DRESS STRUT,Armstrong,2,0,False,False,2025-09-08
duck-egg,DRESS STRUT,Armstrong,2,0,False,False,2025-09-08
duckworth,LETTER STRUT,Armstrong,2,0,False,False,2025-09-08
dude,GOOSE,Armstrong,2,0,False,False,2025-09-08
dudgeon,STRUT,Armstrong,2,0,False,False,2025-09-08
dudley,STRUT HAPPY,Armstrong,2,0,False,False,2025-09-08
due,GOOSE,Armstrong,2,0,False,False,2025-09-08
duffey,HAPPY STRUT,Armstrong,2,0,False,False,2025-09-08
duffy,STRUT HAPPY,Armstrong,2,0,False,False,2025-09-08
dug,STRUT,Armstrong,2,0,False,False,2025-09-08
dukakis,GOOSE PALM,Armstrong,2,0,False,False,2025-09-08
duke,GOOSE,Armstrong,2,0,False,False,2025-09-08
duluth,GOOSE,Armstrong,2,0,False,False,2025-09-08
dumaine,GOOSE FACE,Armstrong,2,0,False,False,2025-09-08
dumfries,STRUT PRICE,Armstrong,2,0,False,False,2025-09-08
dundee,STRUT HAPPY,Armstrong,2,0,False,False,2025-09-08
dune,GOOSE,Armstrong,2,0,False,False,2025-09-08
dunlop,LOT STRUT,Armstrong,2,0,False,False,2025-09-08
duolingo,GOAT GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
duos,GOAT GOOSE,Armstrong,2,0,False,False,2025-09-08
duplex,GOOSE DRESS,Armstrong,2,0,False,False,2025-09-08
duplicitous,GOOSE KIT,Armstrong,2,0,False,False,2025-09-08
durham,STRUT,Armstrong,2,0,False,False,2025-09-08
during,CURE KIT,Armstrong,2,0,False,False,2025-09-08
dusk,STRUT,Armstrong,2,0,False,False,2025-09-08
dusseldorf,NORTH (GOOSE) (FOOT),Armstrong,2,0,False,False,2025-09-08
dust-wrapper,TRAP STRUT LETTER,Armstrong,2,0,False,False,2025-09-08
dutch,STRUT,Armstrong,2,0,False,False,2025-09-08
duterte,SQUARE GOOSE,Armstrong,2,0,False,False,2025-09-08
duthie,HAPPY GOOSE,Armstrong,2,0,False,False,2025-09-08
duthy,STRUT HAPPY,Armstrong,2,0,False,False,2025-09-08
duty,GOOSE HAPPY,Armstrong,2,0,False,False,2025-09-08
duvalier,GOOSE TRAP HAPPY,Armstrong,2,0,False,False,2025-09-08
duvets,FACE GOOSE,Armstrong,2,0,False,False,2025-09-08
dwarf,NORTH,Armstrong,2,0,False,False,2025-09-08
dwarfism,NORTH KIT,Armstrong,2,0,False,False,2025-09-08
dwarves,NORTH,Armstrong,2,0,False,False,2025-09-08
dye,PRICE,Armstrong,2,0,False,False,2025-09-08
dye-works,PRICE NURSE,Armstrong,2,0,False,False,2025-09-08
dyestuffs,STRUT PRICE,Armstrong,2,0,False,False,2025-09-08
dynamic,PRICE TRAP KIT,Armstrong,2,0,False,False,2025-09-08
e-cigarette,DRESS FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
each,FLEECE,Armstrong,2,0,False,False,2025-09-08
eager,FLEECE LETTER,Armstrong,2,0,False,False,2025-09-08
eagle,FLEECE,Armstrong,2,0,False,False,2025-09-08
eaglet,FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
eames,(FLEECE) (FACE),Armstrong,2,0,False,False,2025-09-08
eamon,FACE,Armstrong,2,0,False,False,2025-09-08
ear,NEAR,Armstrong,2,0,False,False,2025-09-08
earflap,NEAR TRAP,Armstrong,2,0,False,False,2025-09-08
earful,NEAR,Armstrong,2,0,False,False,2025-09-08
earl,NURSE,Armstrong,2,0,False,False,2025-09-08
earlier,NURSE HAPPY LETTER,Armstrong,2,0,False,False,2025-09-08
earliest,NURSE HAPPY,Armstrong,2,0,False,False,2025-09-08
earlobe,NEAR GOAT,Armstrong,2,0,False,False,2025-09-08
early,NURSE HAPPY,Armstrong,2,0,False,False,2025-09-08
earmuff,STRUT NEAR,Armstrong,2,0,False,False,2025-09-08
earn,NURSE,Armstrong,2,0,False,False,2025-09-08
earphones,NEAR GOAT,Armstrong,2,0,False,False,2025-09-08
earplug,STRUT NEAR,Armstrong,2,0,False,False,2025-09-08
earring,NEAR KIT,Armstrong,2,0,False,False,2025-09-08
ears,NEAR,Armstrong,2,0,False,False,2025-09-08
earshot,NEAR LOT,Armstrong,2,0,False,False,2025-09-08
earth,NURSE,Armstrong,2,0,False,False,2025-09-08
eartha,COMMA NURSE,Armstrong,2,0,False,False,2025-09-08
earthenware,NURSE SQUARE,Armstrong,2,0,False,False,2025-09-08
earthly,NURSE HAPPY,Armstrong,2,0,False,False,2025-09-08
earthquake,FACE NURSE,Armstrong,2,0,False,False,2025-09-08
earthworm,NURSE,Armstrong,2,0,False,False,2025-09-08
earwax,NEAR TRAP,Armstrong,2,0,False,False,2025-09-08
earwig,NEAR KIT,Armstrong,2,0,False,False,2025-09-08
earworm,NEAR NURSE,Armstrong,2,0,False,False,2025-09-08
east-southeast,MOUTH FLEECE,Armstrong,2,0,False,False,2025-09-08
eastbourne,FORCE CURE FLEECE,Armstrong,2,0,False,False,2025-09-08
eastcheap,FLEECE,Armstrong,2,0,False,False,2025-09-08
eastern,LETTER FLEECE,Armstrong,2,0,False,False,2025-09-08
eastwood,FOOT FLEECE,Armstrong,2,0,False,False,2025-09-08
easy,HAPPY FLEECE,Armstrong,2,0,False,False,2025-09-08
eat,FLEECE,Armstrong,2,0,False,False,2025-09-08
eating-place,FACE FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
ebay,FLEECE FACE,Armstrong,2,0,False,False,2025-09-08
ebbtide,DRESS PRICE,Armstrong,2,0,False,False,2025-09-08
ebony,DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
eco-friendly,GOAT FLEECE DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
ecological,LOT FLEECE KIT,Armstrong,2,0,False,False,2025-09-08
economic,(DRESS) (FLEECE) LOT KIT,Armstrong,2,0,False,False,2025-09-08
economics,LOT (FLEECE) (DRESS) KIT,Armstrong,2,0,False,False,2025-09-08
economy,HAPPY LOT,Armstrong,2,0,False,False,2025-09-08
ecorche,NORTH FACE,Armstrong,2,0,False,False,2025-09-08
ecorse,NORTH,Armstrong,2,0,False,False,2025-09-08
ectoplasm,TRAP DRESS GOAT,Armstrong,2,0,False,False,2025-09-08
ed,DRESS,Armstrong,2,0,False,False,2025-09-08
eddie,HAPPY DRESS,Armstrong,2,0,False,False,2025-09-08
edge,DRESS,Armstrong,2,0,False,False,2025-09-08
edging-shears,NEAR DRESS KIT,Armstrong,2,0,False,False,2025-09-08
edgware,DRESS SQUARE,Armstrong,2,0,False,False,2025-09-08
edgy,HAPPY DRESS,Armstrong,2,0,False,False,2025-09-08
edible,KIT DRESS,Armstrong,2,0,False,False,2025-09-08
edinburgh,DRESS STRUT COMMA,Armstrong,2,0,False,False,2025-09-08
edition,KIT,Armstrong,2,0,False,False,2025-09-08
editor,KIT DRESS LETTER,Armstrong,2,0,False,False,2025-09-08
editorial,FORCE DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
editorialization,FORCE DRESS KIT HAPPY PRICE FACE,Armstrong,2,0,False,False,2025-09-08
editors,LETTER DRESS KIT,Armstrong,2,0,False,False,2025-09-08
education,DRESS FACE,Armstrong,2,0,False,False,2025-09-08
edward,LETTER DRESS,Armstrong,2,0,False,False,2025-09-08
eerie,NEAR HAPPY,Armstrong,2,0,False,False,2025-09-08
eeyore,FORCE FLEECE,Armstrong,2,0,False,False,2025-09-08
effendi,DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
effie,HAPPY DRESS,Armstrong,2,0,False,False,2025-09-08
effort,DRESS LETTER,Armstrong,2,0,False,False,2025-09-08
effusions,GOOSE,Armstrong,2,0,False,False,2025-09-08
egerton,DRESS LETTER,Armstrong,2,0,False,False,2025-09-08
egg,DRESS,Armstrong,2,0,False,False,2025-09-08
egocentric,FLEECE GOAT DRESS KIT,Armstrong,2,0,False,False,2025-09-08
egoism,FLEECE GOAT KIT,Armstrong,2,0,False,False,2025-09-08
egress,FLEECE DRESS,Armstrong,2,0,False,False,2025-09-08
egypt,KIT FLEECE,Armstrong,2,0,False,False,2025-09-08
eid,FLEECE,Armstrong,2,0,False,False,2025-09-08
eight,FACE,Armstrong,2,0,False,False,2025-09-08
eighteen,FACE FLEECE,Armstrong,2,0,False,False,2025-09-08
eighth,FACE,Armstrong,2,0,False,False,2025-09-08
eileen,(FLEECE) PRICE,Armstrong,2,0,False,False,2025-09-08
eirsat-1,SQUARE TRAP STRUT,Armstrong,2,0,False,False,2025-09-08
eisenhower,MOUTH PRICE LETTER,Armstrong,2,0,False,False,2025-09-08
either,LETTER (FLEECE) (PRICE),Armstrong,2,0,False,False,2025-09-08
elastic,TRAP KIT,Armstrong,2,0,False,False,2025-09-08
elba,COMMA DRESS,Armstrong,2,0,False,False,2025-09-08
elbowroom,GOAT DRESS GOOSE,Armstrong,2,0,False,False,2025-09-08
elderflower,MOUTH DRESS LETTER,Armstrong,2,0,False,False,2025-09-08
elderly,LETTER DRESS HAPPY,Armstrong,2,0,False,False,2025-09-08
electrocardiogram,GOAT DRESS START HAPPY TRAP,Armstrong,2,0,False,False,2025-09-08
electrocution,GOOSE DRESS GOAT,Armstrong,2,0,False,False,2025-09-08
electrolier,NEAR DRESS GOAT,Armstrong,2,0,False,False,2025-09-08
electrolux,STRUT GOAT DRESS,Armstrong,2,0,False,False,2025-09-08
electrolytic,GOAT DRESS LOT KIT,Armstrong,2,0,False,False,2025-09-08
electronics,DRESS LOT KIT,Armstrong,2,0,False,False,2025-09-08
electroshock,GOAT DRESS LOT,Armstrong,2,0,False,False,2025-09-08
eleemosynary,DRESS (FLEECE) CLOTH LETTER HAPPY,Armstrong,2,0,False,False,2025-09-08
elena,(DRESS) (FACE) COMMA,Armstrong,2,0,False,False,2025-09-08
elijah,(PRICE),Armstrong,2,0,False,False,2025-09-08
elim,FLEECE,Armstrong,2,0,False,False,2025-09-08
elision,KIT,Armstrong,2,0,False,False,2025-09-08
elite,FLEECE,Armstrong,2,0,False,False,2025-09-08
eliza,COMMA PRICE,Armstrong,2,0,False,False,2025-09-08
elizabeth,COMMA KIT,Armstrong,2,0,False,False,2025-09-08
ellesmere,NEAR DRESS,Armstrong,2,0,False,False,2025-09-08
elocution,GOOSE DRESS,Armstrong,2,0,False,False,2025-09-08
elope,KIT GOAT,Armstrong,2,0,False,False,2025-09-08
elsa,COMMA DRESS,Armstrong,2,0,False,False,2025-09-08
elsewhere,DRESS SQUARE,Armstrong,2,0,False,False,2025-09-08
email,FLEECE FACE,Armstrong,2,0,False,False,2025-09-08
embarcadero,DRESS START SQUARE GOAT,Armstrong,2,0,False,False,2025-09-08
embodied,LOT HAPPY,Armstrong,2,0,False,False,2025-09-08
embouchure,CURE GOOSE LOT,Armstrong,2,0,False,False,2025-09-08
